vinregex,year,makemodel,vinchar1,vinchar2,vinchar3,vinchar4,vinchar5,vinchar6,vinchar7,vinchar8,vinchar9,vinchar10,vinchar11,vinchar12,vinchar13,vinchar14,vinchar15,vinchar16,vinchar17,make,model
5TDKZRFH3KS555265,2019,TOYOTA HIGHLANDER XLE,5,29,13,20,35,27,15,17,3,20,28,5,5,5,2,6,5,TOYOTA,HIGHLANDER
5TDDK3EH8DS219089,2013,TOYOTA HIGHLANDER LIMITED,5,29,13,13,20,3,14,17,8,13,28,2,1,9,0,8,9,TOYOTA,HIGHLANDER
1N4AL3AP4FN920773,2015,NISSAN ALTIMA 25 S,1,23,4,10,21,3,10,25,4,15,23,9,2,0,7,7,3,NISSAN,ALTIMA
5TDDZRFH4KS927530,2019,TOYOTA HIGHLANDER LIMITED,5,29,13,13,35,27,15,17,4,20,28,9,2,7,5,3,0,TOYOTA,HIGHLANDER
JTHBK1GG8E2150198,2014,LEXUS ES 350 BASE,19,29,17,11,20,1,16,16,8,14,2,1,5,0,1,9,8,LEXUS,ES
1GKS2CKJ6KR178489,2019,GMC YUKON DENALI,1,16,20,28,2,12,20,19,6,20,27,1,7,8,4,8,9,GMC,YUKON
2HGFC2F59GH533486,2016,HONDA CIVIC LX,2,17,16,15,12,2,15,5,9,16,17,5,3,3,4,8,6,HONDA,CIVIC
4T1BF1FK9FU109656,2015,TOYOTA CAMRY LE,4,29,1,11,15,1,15,20,9,15,30,1,0,9,6,5,6,TOYOTA,CAMRY
4S3BNAS67H3029278,2017,SUBARU LEGACY 25I SPORT,4,28,3,11,23,10,28,6,7,17,3,0,2,9,2,7,8,SUBARU,LEGACY
55SWF4JBXFU084899,2015,MERCEDESBENZ C 300,5,5,28,32,15,4,19,11,33,15,30,0,8,4,8,9,9,MERCEDESBENZ,C
JM1GJ1V50G1426720,2016,MAZDA MAZDA6 I TOURING,19,22,1,16,19,1,31,5,0,16,1,4,2,6,7,2,0,MAZDA,MAZDA6
2C3CDZBT8GH309108,2016,DODGE CHALLENGER RT,2,12,3,12,13,35,11,29,8,16,17,3,0,9,1,0,8,DODGE,CHALLENGER
WDDWJ4KBXHF394778,2017,MERCEDESBENZ C 300 4MATIC,32,13,13,32,19,4,20,11,33,17,15,3,9,4,7,7,8,MERCEDESBENZ,C
1FTEX1EP3KKC08801,2019,FORD F150 XL,1,15,29,14,33,1,14,25,3,20,20,12,0,8,8,0,1,FORD,F150
1GYKNFRS6HZ239247,2017,CADILLAC XT5 PLATINUM,1,16,34,20,23,15,27,28,6,17,35,2,3,9,2,4,7,CADILLAC,XT5
2LMTJ6KR8GBL38005,2016,LINCOLN MKX SELECT,2,21,22,29,19,6,20,27,8,16,11,21,3,8,0,0,5,LINCOLN,MKX
2G61N5S37D9142029,2013,CADILLAC XTS BASE,2,16,6,1,23,5,28,3,7,13,9,1,4,2,0,2,9,CADILLAC,XTS
5FPYK2F53KB000971,2019,HONDA RIDGELINE RTL,5,15,25,34,20,2,15,5,3,20,11,0,0,0,9,7,1,HONDA,RIDGELINE
KNDJT2A68C7740269,2012,KIA SOUL ,20,23,13,19,29,2,10,6,8,12,7,7,4,0,2,6,9,KIA,SOUL
WBAVL1C51FVY29310,2015,BMW X1 XDRIVE 28I,32,11,10,31,21,1,12,5,1,15,31,34,2,9,3,1,0,BMW,X1
3KPF54AD7KE030322,2019,KIA FORTE EX,3,20,25,15,5,4,10,13,7,20,14,0,3,0,3,2,2,KIA,FORTE
1ZVBP8EM6C5287105,2012,FORD MUSTANG,1,35,31,11,25,8,14,22,6,12,5,2,8,7,1,0,5,FORD,MUSTANG
1GNSCAKC4FR648188,2015,CHEVROLET TAHOE LS,1,16,23,28,12,10,20,12,4,15,27,6,4,8,1,8,8,CHEVROLET,TAHOE
3FA6P0SU9GR291751,2016,FORD FUSION ENERGI TITANIUM,3,15,10,6,25,0,28,30,9,16,27,2,9,1,7,5,1,FORD,FUSION
4T1BF1FK0FU975665,2015,TOYOTA CAMRY SE,4,29,1,11,15,1,15,20,0,15,30,9,7,5,6,6,5,TOYOTA,CAMRY
JM3TB3DA8F0458980,2015,MAZDA CX9 GRAND TOURING,19,22,3,29,11,3,13,10,8,15,0,4,5,8,9,8,0,MAZDA,CX9
1FT7W2BTXHED25530,2017,FORD F250 LARIAT,1,15,29,7,32,2,11,29,33,17,14,13,2,5,5,3,0,FORD,F250
WVGAV7AXXFW596181,2015,VOLKSWAGEN TIGUAN AUTO S,32,31,16,10,31,7,10,33,33,15,32,5,9,6,1,8,1,VOLKSWAGEN,TIGUAN
JTHBK1GG5F2175822,2015,LEXUS ES 350,19,29,17,11,20,1,16,16,5,15,2,1,7,5,8,2,2,LEXUS,ES
JTHCK262492030694,2009,LEXUS IS 250,19,29,17,12,20,2,6,2,4,9,2,0,3,0,6,9,4,LEXUS,IS
5YFBURHE0KP904182,2019,TOYOTA COROLLA SE,5,34,15,11,30,27,17,14,0,20,25,9,0,4,1,8,2,TOYOTA,COROLLA
1C4PJLAB0HW662313,2017,JEEP CHEROKEE SPORT,1,12,4,25,19,21,10,11,0,17,32,6,6,2,3,1,3,JEEP,CHEROKEE
JF1ZNAE18K9702684,2019,TOYOTA 86 TRD SPECIAL EDITION,19,15,1,35,23,10,14,1,8,20,9,7,0,2,6,8,4,TOYOTA,86
1FMCU9GD9KUA77004,2019,FORD ESCAPE SE,1,15,22,12,30,9,16,13,9,20,30,10,7,7,0,0,4,FORD,ESCAPE
3GCUKREC9JG586505,2018,CHEVROLET SILVERADO 1500 2LT,3,16,12,30,20,27,14,12,9,19,16,5,8,6,5,0,5,CHEVROLET,SILVERADO
2GNAXVEX3K6158269,2019,CHEVROLET EQUINOX 2LT,2,16,23,10,33,31,14,33,3,20,6,1,5,8,2,6,9,CHEVROLET,EQUINOX
YV1622FS8C2045764,2012,VOLVO S60 T5,34,31,1,6,2,2,15,28,8,12,2,0,4,5,7,6,4,VOLVO,S60
5N1AZ2MG2JN137258,2018,NISSAN MURANO SV,5,23,1,10,35,2,22,16,2,19,23,1,3,7,2,5,8,NISSAN,MURANO
5FNRL3H75AB111468,2010,HONDA ODYSSEY EXL,5,15,23,27,21,3,17,7,5,10,11,1,1,1,4,6,8,HONDA,ODYSSEY
TRUK1AFK8D1003707,2013,AUDI TTS 20T PRESTIGE QUATTRO,29,27,30,20,1,10,15,20,8,13,1,0,0,3,7,0,7,AUDI,TTS
3GCUKREH3EG476826,2014,CHEVROLET SILVERADO 1500 LT,3,16,12,30,20,27,14,17,3,14,16,4,7,6,8,2,6,CHEVROLET,SILVERADO
5N1AT2MV6FC920750,2015,NISSAN ROGUE SV,5,23,1,10,29,2,22,31,6,15,12,9,2,0,7,5,0,NISSAN,ROGUE
2C3CDZC94JH182321,2018,DODGE CHALLENGER SRT HELLCAT,2,12,3,12,13,35,12,9,4,19,17,1,8,2,3,2,1,DODGE,CHALLENGER
1GYS4PKJXFR714566,2015,CADILLAC ESCALADE PLATINUM,1,16,34,28,4,25,20,19,33,15,27,7,1,4,5,6,6,CADILLAC,ESCALADE
4S3GKAM66J3604455,2018,SUBARU IMPREZA 20I SPORT,4,28,3,16,20,10,22,6,6,19,3,6,0,4,4,5,5,SUBARU,IMPREZA
4T1BZ1HK8JU017287,2018,TOYOTA CAMRY XSE,4,29,1,11,35,1,17,20,8,19,30,0,1,7,2,8,7,TOYOTA,CAMRY
2C3CDXCT9JH252881,2018,DODGE CHARGER RT,2,12,3,12,13,33,12,29,9,19,17,2,5,2,8,8,1,DODGE,CHARGER
3N1AB7AP0KY230278,2019,NISSAN SENTRA S,3,23,1,10,11,7,10,25,0,20,34,2,3,0,2,7,8,NISSAN,SENTRA
1FMCU9GD7KUA76983,2019,FORD ESCAPE SE,1,15,22,12,30,9,16,13,7,20,30,10,7,6,9,8,3,FORD,ESCAPE
3FA6P0MU7KR102875,2019,FORD FUSION HYBRID SEL,3,15,10,6,25,0,22,30,7,20,27,1,0,2,8,7,5,FORD,FUSION
WMEEJ3BAXFK801544,2015,SMART FORTWO PURE,32,22,14,14,19,3,11,10,33,15,20,8,0,1,5,4,4,SMART,FORTWO
KNMAT2MT6JP503147,2018,NISSAN ROGUE S,20,23,22,10,29,2,22,29,6,19,25,5,0,3,1,4,7,NISSAN,ROGUE
1N4AL3AP5JC270193,2018,NISSAN ALTIMA 25 SR,1,23,4,10,21,3,10,25,5,19,12,2,7,0,1,9,3,NISSAN,ALTIMA
1C6RR7FT7KS567988,2019,RAM 1500 CLASSIC EXPRESS 4X4 QUAD CAB 64 BOX,1,12,6,27,27,7,15,29,7,20,28,5,6,7,9,8,8,RAM,1500
2LMPJ8LR2HBL18801,2017,LINCOLN MKX RESERVE,2,21,22,25,19,8,21,27,2,17,11,21,1,8,8,0,1,LINCOLN,MKX
4T1BZ1FB8KU019948,2019,TOYOTA AVALON,4,29,1,11,35,1,15,11,8,20,30,0,1,9,9,4,8,TOYOTA,AVALON
3GCUKRECXFG443215,2015,CHEVROLET SILVERADO 1500 LT,3,16,12,30,20,27,14,12,33,15,16,4,4,3,2,1,5,CHEVROLET,SILVERADO
5NMZTDLB5JH066693,2018,HYUNDAI SANTA FE SPORT 24L,5,23,22,35,29,13,21,11,5,19,17,0,6,6,6,9,3,HYUNDAI,SANTA
19VDE1F5XDE016160,2013,ACURA ILX 20L,1,9,31,13,14,1,15,5,33,13,14,0,1,6,1,6,0,ACURA,ILX
1FTEX1EP4KKC01372,2019,FORD F150 XL,1,15,29,14,33,1,14,25,4,20,20,12,0,1,3,7,2,FORD,F150
5N1AT2MT1FC880690,2015,NISSAN ROGUE SL,5,23,1,10,29,2,22,29,1,15,12,8,8,0,6,9,0,NISSAN,ROGUE
KNDMG4C71E6539437,2014,KIA SEDONA LX,20,23,13,22,16,4,12,7,1,14,6,5,3,9,4,3,7,KIA,SEDONA
1FT7X2B65KED50236,2019,FORD F250 SUPER DUTY,1,15,29,7,33,2,11,6,5,20,14,13,5,0,2,3,6,FORD,F250
3GTU2PEJ8JG179374,2018,GMC SIERRA 1500 DENALI,3,16,29,30,2,25,14,19,8,19,16,1,7,9,3,7,4,GMC,SIERRA
3GKALTEV7KL182890,2019,GMC TERRAIN SLE,3,16,20,10,21,29,14,31,7,20,21,1,8,2,8,9,0,GMC,TERRAIN
2GKFLWEK3F6267507,2015,GMC TERRAIN SLE2,2,16,20,15,21,32,14,20,3,15,6,2,6,7,5,0,7,GMC,TERRAIN
1G1PF5SB0G7122649,2016,CHEVROLET CRUZE LIMITED 2LT,1,16,1,25,15,5,28,11,0,16,7,1,2,2,6,4,9,CHEVROLET,CRUZE
WDCYC6BJ7KX303851,2019,MERCEDESBENZ G 550 4MATIC,32,13,12,34,12,6,11,19,7,20,33,3,0,3,8,5,1,MERCEDESBENZ,G
1N4AL3AP9FN866192,2015,NISSAN ALTIMA 25 SL,1,23,4,10,21,3,10,25,9,15,23,8,6,6,1,9,2,NISSAN,ALTIMA
1C3CDFAH2DD286736,2013,DODGE DART SE,1,12,3,12,13,15,10,17,2,13,13,2,8,6,7,3,6,DODGE,DART
3KPF24AD2KE040720,2019,KIA FORTE LXS,3,20,25,15,2,4,10,13,2,20,14,0,4,0,7,2,0,KIA,FORTE
19XFB2F56EE049978,2014,HONDA CIVIC LX,1,9,33,15,11,2,15,5,6,14,14,0,4,9,9,7,8,HONDA,CIVIC
2GNAXNEV0K6176596,2019,CHEVROLET EQUINOX PREMIER W1LZ,2,16,23,10,33,23,14,31,0,20,6,1,7,6,5,9,6,CHEVROLET,EQUINOX
5FNYF5H96KB013728,2019,HONDA PILOT TOURING 8PASSENGER,5,15,23,34,15,5,17,9,6,20,11,0,1,3,7,2,8,HONDA,PILOT
1G1PC5SB9F7228427,2015,CHEVROLET CRUZE 1LT,1,16,1,25,12,5,28,11,9,15,7,2,2,8,4,2,7,CHEVROLET,CRUZE
JM3KE4DY6F0533827,2015,MAZDA CX5 GRAND TOURING,19,22,3,20,14,4,13,34,6,15,0,5,3,3,8,2,7,MAZDA,CX5
JTMRFREV8JJ253660,2018,TOYOTA RAV4 XLE,19,29,22,27,15,27,14,31,8,19,19,2,5,3,6,6,0,TOYOTA,RAV4
1C6RR7FT4FS573639,2015,RAM 1500 TRADESMANEXPRESS,1,12,6,27,27,7,15,29,4,15,28,5,7,3,6,3,9,RAM,1500
KNDJN2A2XF7188253,2015,KIA SOUL BASE,20,23,13,19,23,2,10,2,33,15,7,1,8,8,2,5,3,KIA,SOUL
SBM13FAA3KW006470,2019,MCLAREN 570S COUPE,28,11,22,1,3,15,10,10,3,20,32,0,0,6,4,7,0,MCLAREN,570S
JF2GPAKC6E8279374,2014,SUBARU XV CROSSTREK 20I LIMITED,19,15,2,16,25,10,20,12,6,14,8,2,7,9,3,7,4,SUBARU,XV
1G6DF5E51D0168756,2013,CADILLAC CTS LUXURY,1,16,6,13,15,5,14,5,1,13,0,1,6,8,7,5,6,CADILLAC,CTS
1FADP3F28DL368007,2013,FORD FOCUS SE,1,15,10,13,25,3,15,2,8,13,21,3,6,8,0,0,7,FORD,FOCUS
1GNERFKW7KJ186429,2019,CHEVROLET TRAVERSE LS,1,16,23,14,27,15,20,32,7,20,19,1,8,6,4,2,9,CHEVROLET,TRAVERSE
3C6JR6CT1HG791544,2017,RAM 1500 SPORT,3,12,6,19,27,6,12,29,1,17,16,7,9,1,5,4,4,RAM,1500
5N1AR2MM4GC628697,2016,NISSAN PATHFINDER S,5,23,1,10,27,2,22,22,4,16,12,6,2,8,6,9,7,NISSAN,PATHFINDER
SALCR2BG8HH639886,2017,LANDROVER DISCOVERY SPORT HSE,28,10,21,12,27,2,11,16,8,17,17,6,3,9,8,8,6,LANDROVER,DISCOVERY
5N1AT2MT4KC718689,2019,NISSAN ROGUE SL,5,23,1,10,29,2,22,29,4,20,12,7,1,8,6,8,9,NISSAN,ROGUE
5FNYF5H44KB014963,2019,HONDA PILOT EXL,5,15,23,34,15,5,17,4,4,20,11,0,1,4,9,6,3,HONDA,PILOT
4T1BZ1FB7KU020279,2019,TOYOTA AVALON XSE,4,29,1,11,35,1,15,11,7,20,30,0,2,0,2,7,9,TOYOTA,AVALON
1V2NR2CA1KC506013,2019,VOLKSWAGEN ATLAS 36L SEL PREMIUM,1,31,2,23,27,2,12,10,1,20,12,5,0,6,0,1,3,VOLKSWAGEN,ATLAS
1FMCU9GD5KUA77016,2019,FORD ESCAPE SE,1,15,22,12,30,9,16,13,5,20,30,10,7,7,0,1,6,FORD,ESCAPE
3VWC57BU6KM026624,2019,VOLKSWAGEN JETTA 14T SE,3,31,32,12,5,7,11,30,6,20,22,0,2,6,6,2,4,VOLKSWAGEN,JETTA
5TDKZRFH5KS552206,2019,TOYOTA HIGHLANDER XLE,5,29,13,20,35,27,15,17,5,20,28,5,5,2,2,0,6,TOYOTA,HIGHLANDER
3C4PDCBB7GT177841,2016,DODGE JOURNEY SXT,3,12,4,25,13,12,11,11,7,16,29,1,7,7,8,4,1,DODGE,JOURNEY
1C4RJFAG4FC168394,2015,JEEP GRAND CHEROKEE LAREDO,1,12,4,27,19,15,10,16,4,15,12,1,6,8,3,9,4,JEEP,GRAND
JTJJM7FX6F5099034,2015,LEXUS GX 460 LUXURY,19,29,19,19,22,7,15,33,6,15,5,0,9,9,0,3,4,LEXUS,GX
1N6AD0ER3GN794888,2016,NISSAN FRONTIER SV,1,23,6,10,13,0,14,27,3,16,23,7,9,4,8,8,8,NISSAN,FRONTIER
WBAPH5C51BA445580,2011,BMW 328 I,32,11,10,25,17,5,12,5,1,11,10,4,4,5,5,8,0,BMW,328
2GNALPEK0C6382001,2012,CHEVROLET EQUINOX 2LT,2,16,23,10,21,25,14,20,0,12,6,3,8,2,0,0,1,CHEVROLET,EQUINOX
3N1AB7AP9KY242073,2019,NISSAN SENTRA S,3,23,1,10,11,7,10,25,9,20,34,2,4,2,0,7,3,NISSAN,SENTRA
4T4BF3EK3BR197844,2011,TOYOTA CAMRY LE,4,29,4,11,15,3,14,20,3,11,27,1,9,7,8,4,4,TOYOTA,CAMRY
19XFB2F59FE290824,2015,HONDA CIVIC LX,1,9,33,15,11,2,15,5,9,15,14,2,9,0,8,2,4,HONDA,CIVIC
55SWF8DB6KU291805,2019,MERCEDESBENZ C 300,5,5,28,32,15,8,13,11,6,20,30,2,9,1,8,0,5,MERCEDESBENZ,C
1C4NJPBB5GD813041,2016,JEEP PATRIOT SPORT,1,12,4,23,19,25,11,11,5,16,13,8,1,3,0,4,1,JEEP,PATRIOT
5J6RE4H73AL081197,2010,HONDA CRV EXL,5,19,6,27,14,4,17,7,3,10,21,0,8,1,1,9,7,HONDA,CRV
1FMCU9GD5KUA77002,2019,FORD ESCAPE SE,1,15,22,12,30,9,16,13,5,20,30,10,7,7,0,0,2,FORD,ESCAPE
1C4RJFBG9FC862738,2015,JEEP GRAND CHEROKEE LIMITED,1,12,4,27,19,15,11,16,9,15,12,8,6,2,7,3,8,JEEP,GRAND
5NPEB4AC9DH751994,2013,HYUNDAI SONATA GLS,5,23,25,14,11,4,10,12,9,13,17,7,5,1,9,9,4,HYUNDAI,SONATA
1C4PJLLB4JD537782,2018,JEEP CHEROKEE LATITUDE PLUS,1,12,4,25,19,21,21,11,4,19,13,5,3,7,7,8,2,JEEP,CHEROKEE
SBM13FAA0KW006457,2019,MCLAREN 570S COUPE,28,11,22,1,3,15,10,10,0,20,32,0,0,6,4,5,7,MCLAREN,570S
19XFB2F57FE288926,2015,HONDA CIVIC LX,1,9,33,15,11,2,15,5,7,15,14,2,8,8,9,2,6,HONDA,CIVIC
55SWF4JBXFU092405,2015,MERCEDESBENZ C 300,5,5,28,32,15,4,19,11,33,15,30,0,9,2,4,0,5,MERCEDESBENZ,C
WDDUG8DB9KA426165,2019,MERCEDESBENZ S 560,32,13,13,30,16,8,13,11,9,20,10,4,2,6,1,6,5,MERCEDESBENZ,S
1N6AA1E57KN507914,2019,NISSAN TITAN PRO4X,1,23,6,10,10,1,14,5,7,20,23,5,0,7,9,1,4,NISSAN,TITAN
5TDDZ3DC7HS157871,2017,TOYOTA SIENNA XLE,5,29,13,13,35,3,13,12,7,17,28,1,5,7,8,7,1,TOYOTA,SIENNA
KNDMH4C74C6421151,2012,KIA SEDONA EX,20,23,13,22,17,4,12,7,4,12,6,4,2,1,1,5,1,KIA,SEDONA
19XFB2F99FE014985,2015,HONDA CIVIC EXL,1,9,33,15,11,2,15,9,9,15,14,0,1,4,9,8,5,HONDA,CIVIC
3FA6P0HD7GR213265,2016,FORD FUSION SE,3,15,10,6,25,0,17,13,7,16,27,2,1,3,2,6,5,FORD,FUSION
2C3CCAAG7CH104639,2012,CHRYSLER 300 BASE,2,12,3,12,12,10,10,16,7,12,17,1,0,4,6,3,9,CHRYSLER,300
2C4RDGBG0KR541072,2019,DODGE GRAND CARAVAN SE,2,12,4,27,13,16,11,16,0,20,27,5,4,1,0,7,2,DODGE,GRAND
1FTEW1EG5GFA47435,2016,FORD F150 PLATINUM,1,15,29,14,32,1,14,16,5,16,15,10,4,7,4,3,5,FORD,F150
1N4AL3AP2JC200764,2018,NISSAN ALTIMA SL,1,23,4,10,21,3,10,25,2,19,12,2,0,0,7,6,4,NISSAN,ALTIMA
5GZLRUED5AJ199448,2010,SATURN OUTLOOK XE PREMIUM,5,16,35,21,27,30,14,13,5,10,19,1,9,9,4,4,8,SATURN,OUTLOOK
WDD2J5KB0KA009186,2019,MERCEDESBENZ CLS 450 BASE 4MATIC,32,13,13,2,19,5,20,11,0,20,10,0,0,9,1,8,6,MERCEDESBENZ,CLS
JN1BV7AR2FM406253,2015,INFINITI Q50 SPORT,19,23,1,11,31,7,10,27,2,15,22,4,0,6,2,5,3,INFINITI,Q50
3N1AB7AP3KY247155,2019,NISSAN SENTRA SV,3,23,1,10,11,7,10,25,3,20,34,2,4,7,1,5,5,NISSAN,SENTRA
5NPE34AF4FH129488,2015,HYUNDAI SONATA SPORT,5,23,25,14,3,4,10,15,4,15,17,1,2,9,4,8,8,HYUNDAI,SONATA
1C3CCCAB8FN633139,2015,CHRYSLER 200 LIMITED,1,12,3,12,12,12,10,11,8,15,23,6,3,3,1,3,9,CHRYSLER,200
1C4PJMCS6GW175649,2016,JEEP CHEROKEE LATITUDE,1,12,4,25,19,22,12,28,6,16,32,1,7,5,6,4,9,JEEP,CHEROKEE
3C4PDCAB0FT723234,2015,DODGE JOURNEY SE,3,12,4,25,13,12,10,11,0,15,29,7,2,3,2,3,4,DODGE,JOURNEY
WMWXP5C53K2H95549,2019,MINI HARDTOP COOPER,32,22,32,33,25,5,12,5,3,20,2,17,9,5,5,4,9,MINI,HARDTOP
JTNB11HK1J3045185,2018,TOYOTA CAMRY LE,19,29,23,11,1,1,17,20,1,19,3,0,4,5,1,8,5,TOYOTA,CAMRY
1GKS1HKJ1HR156165,2017,GMC YUKON XL DENALI,1,16,20,28,1,17,20,19,1,17,27,1,5,6,1,6,5,GMC,YUKON
1FMCU0HD6KUA32015,2019,FORD ESCAPE SEL,1,15,22,12,30,0,17,13,6,20,30,10,3,2,0,1,5,FORD,ESCAPE
3VWL17AJ7GM204597,2016,VOLKSWAGEN JETTA 18T SEL,3,31,32,21,1,7,10,19,7,16,22,2,0,4,5,9,7,VOLKSWAGEN,JETTA
WP0AA2A76DL010352,2013,PORSCHE PANAMERA 4,32,25,0,10,10,2,10,7,6,13,21,0,1,0,3,5,2,PORSCHE,PANAMERA
4T1BF3EK0AU114914,2010,TOYOTA CAMRY LE,4,29,1,11,15,3,14,20,0,10,30,1,1,4,9,1,4,TOYOTA,CAMRY
5J6TF1H52CL001746,2012,HONDA CROSSTOUR EXL,5,19,6,29,15,1,17,5,2,12,21,0,0,1,7,4,6,HONDA,CROSSTOUR
SAJWJ0FF5F8U71916,2015,JAGUAR XF 30 PORTFOLIO,28,10,19,32,19,0,15,15,5,15,8,30,7,1,9,1,6,JAGUAR,XF
5J8TC2H5XKL015947,2019,ACURA RDX TECHNOLOGY PACKAGE,5,19,8,29,12,2,17,5,33,20,21,0,1,5,9,4,7,ACURA,RDX
1GC1KSEG8KF127868,2019,CHEVROLET SILVERADO 2500 LT,1,16,12,1,20,28,14,16,8,20,15,1,2,7,8,6,8,CHEVROLET,SILVERADO
3N1AB7AP3JY223145,2018,NISSAN SENTRA SV,3,23,1,10,11,7,10,25,3,19,34,2,2,3,1,4,5,NISSAN,SENTRA
1C4RJFJG1FC665225,2015,JEEP GRAND CHEROKEE SUMMIT,1,12,4,27,19,15,19,16,1,15,12,6,6,5,2,2,5,JEEP,GRAND
1J4BA3H14BL566162,2011,JEEP WRANGLER UNLIMITED SPORT,1,19,4,11,10,3,17,1,4,11,21,5,6,6,1,6,2,JEEP,WRANGLER
1FMCU0G90EUB28773,2014,FORD ESCAPE SE,1,15,22,12,30,0,16,9,0,14,30,11,2,8,7,7,3,FORD,ESCAPE
WBAJE7C54KWW08283,2019,BMW 540 I XDRIVE,32,11,10,19,14,7,12,5,4,20,32,32,0,8,2,8,3,BMW,540
5TDZY5G1XJS070180,2018,TOYOTA SEQUOIA SR5,5,29,13,35,34,5,16,1,33,19,28,0,7,0,1,8,0,TOYOTA,SEQUOIA
3GTU2NEC2GG232780,2016,GMC SIERRA 1500 SLT,3,16,29,30,2,23,14,12,2,16,16,2,3,2,7,8,0,GMC,SIERRA
1G11E5SL5EF233458,2014,CHEVROLET MALIBU 2LT,1,16,1,1,14,5,28,21,5,14,15,2,3,3,4,5,8,CHEVROLET,MALIBU
1V2MR2CA1KC506105,2019,VOLKSWAGEN ATLAS 36L V6 SEL,1,31,2,22,27,2,12,10,1,20,12,5,0,6,1,0,5,VOLKSWAGEN,ATLAS
WMWXU1C37H2F77199,2017,MINI HARDTOP COOPER,32,22,32,33,30,1,12,3,7,17,2,15,7,7,1,9,9,MINI,HARDTOP
5XYPH4A52JG384061,2018,KIA SORENTO EX,5,33,34,25,17,4,10,5,2,19,16,3,8,4,0,6,1,KIA,SORENTO
5FNRL6H7XKB046166,2019,HONDA ODYSSEY EXL,5,15,23,27,21,6,17,7,33,20,11,0,4,6,1,6,6,HONDA,ODYSSEY
5N1AT2MT2KC731764,2019,NISSAN ROGUE SV,5,23,1,10,29,2,22,29,2,20,12,7,3,1,7,6,4,NISSAN,ROGUE
4T1BZ1FB6KU020404,2019,TOYOTA AVALON XSE,4,29,1,11,35,1,15,11,6,20,30,0,2,0,4,0,4,TOYOTA,AVALON
JN1BV7AR9FM407139,2015,INFINITI Q50 BASE,19,23,1,11,31,7,10,27,9,15,22,4,0,7,1,3,9,INFINITI,Q50
19XFC2F54HE009738,2017,HONDA CIVIC LX,1,9,33,15,12,2,15,5,4,17,14,0,0,9,7,3,8,HONDA,CIVIC
5N1DR2MNXKC584753,2019,NISSAN PATHFINDER SV,5,23,1,13,27,2,22,23,33,20,12,5,8,4,7,5,3,NISSAN,PATHFINDER
5FNYF6H1XJB034631,2018,HONDA PILOT LX,5,15,23,34,15,6,17,1,33,19,11,0,3,4,6,3,1,HONDA,PILOT
1GT12TEY8JF241561,2018,GMC SIERRA 2500 SLT,1,16,29,1,2,29,14,34,8,19,15,2,4,1,5,6,1,GMC,SIERRA
1C4PJLLB3KD332181,2019,JEEP CHEROKEE LATITUDE PLUS,1,12,4,25,19,21,21,11,3,20,13,3,3,2,1,8,1,JEEP,CHEROKEE
JTMZFREVXJJ752976,2018,TOYOTA RAV4 LE,19,29,22,35,15,27,14,31,33,19,19,7,5,2,9,7,6,TOYOTA,RAV4
4T3BK3BBXEU103528,2014,TOYOTA VENZA LIMITED,4,29,3,11,20,3,11,11,33,14,30,1,0,3,5,2,8,TOYOTA,VENZA
5J6RM4H54GL011427,2016,HONDA CRV EX,5,19,6,27,22,4,17,5,4,16,21,0,1,1,4,2,7,HONDA,CRV
1C4RJFBG1HC794194,2017,JEEP GRAND CHEROKEE LIMITED,1,12,4,27,19,15,11,16,1,17,12,7,9,4,1,9,4,JEEP,GRAND
KNDJP3A57G7345653,2016,KIA SOUL ,20,23,13,19,25,3,10,5,7,16,7,3,4,5,6,5,3,KIA,SOUL
5FPYK3F68KB019725,2019,HONDA RIDGELINE RTLT,5,15,25,34,20,3,15,6,8,20,11,0,1,9,7,2,5,HONDA,RIDGELINE
WBA8B7C50JA937887,2018,BMW 340 I XDRIVE,32,11,10,8,11,7,12,5,0,19,10,9,3,7,8,8,7,BMW,340
3GCPCPECXFG169772,2015,CHEVROLET SILVERADO 1500 LS,3,16,12,25,12,25,14,12,33,15,16,1,6,9,7,7,2,CHEVROLET,SILVERADO
4T3ZA3BB3DU079248,2013,TOYOTA VENZA LE,4,29,3,35,10,3,11,11,3,13,30,0,7,9,2,4,8,TOYOTA,VENZA
5FNRL5H9XCB066768,2012,HONDA ODYSSEY TOURING,5,15,23,27,21,5,17,9,33,12,11,0,6,6,7,6,8,HONDA,ODYSSEY
1GKS1GKC7KR206280,2019,GMC YUKON XL SLT,1,16,20,28,1,16,20,12,7,20,27,2,0,6,2,8,0,GMC,YUKON
JN8AY2ND9KX008293,2019,NISSAN ARMADA SL,19,23,8,10,34,2,23,13,9,20,33,0,0,8,2,9,3,NISSAN,ARMADA
2C3CDXCT4CH271101,2012,DODGE CHARGER RT,2,12,3,12,13,33,12,29,4,12,17,2,7,1,1,0,1,DODGE,CHARGER
WVWHD7AJ5CW179967,2012,VOLKSWAGEN GTI 4DOOR,32,31,32,17,13,7,10,19,5,12,32,1,7,9,9,6,7,VOLKSWAGEN,GTI
WVGBV7AX2GW519309,2016,VOLKSWAGEN TIGUAN S,32,31,16,11,31,7,10,33,2,16,32,5,1,9,3,0,9,VOLKSWAGEN,TIGUAN
3FADP0L31BR147374,2011,FORD FUSION HYBRID BASE,3,15,10,13,25,0,21,3,1,11,27,1,4,7,3,7,4,FORD,FUSION
